Date;Time UTC;Latitude;Longitude;Depth;Depth Type;Magnitude Type;Magnitude;Region Name;Last Update;Eqid;
2019-06-26;02:18:07;56.19;164.13;10;f;Mw;6.4;KOMANDORSKIYE OSTROVA REGION;2019-06-26 02:38;773379;
2019-06-25;09:05:40;56.19;164.29;10; ;Mw;6.3;KOMANDORSKIYE OSTROVA REGION;2019-06-25 09:32;773259;
2019-06-24;02:53:40;-6.42;129.18;214; ;Mw;7.3;BANDA SEA;2019-06-24 03:09;773032;
2019-06-24;01:05:29;-2.70;138.55;30; ;Mw;6.1;PAPUA, INDONESIA;2019-06-24 03:53;773016;
2019-06-21;08:37:16;-30.94;-177.42;10; ;Mw;6.2;KERMADEC ISLANDS, NEW ZEALAND;2019-06-21 10:16;772540;
2019-06-19;17:24:50;-2.17;138.42;10;f;Mw;6.3;PAPUA, INDONESIA;2019-06-20 08:03;772250;
2019-06-19;07:01:42;-30.75;-177.78;11; ;Mw;6.5;KERMADEC ISLANDS, NEW ZEALAND;2019-06-19 07:25;772170;
2019-06-18;13:22:19;38.63;139.46;10; ;Mw;6.5;NEAR WEST COAST OF HONSHU, JAPAN;2019-06-18 13:49;772036;
2019-06-17;06:02:04;-31.05;-177.49;10;f;Mw;6.0;KERMADEC ISLANDS REGION;2019-06-17 07:03;771815;
2019-06-16;05:17:15;-31.17;-178.03;27; ;Mw;6.3;KERMADEC ISLANDS REGION;2019-06-16 10:25;771634;
2019-06-15;22:54:59;-30.84;-178.02;10; ;Mw;7.2;KERMADEC ISLANDS, NEW ZEALAND;2019-06-15 23:14;771585;
2019-06-15;21:56:11;-21.19;-174.49;10; ;Mw;6.2;TONGA;2019-06-16 10:35;771575;
2019-06-14;00:19:11;-30.05;-71.97;10;f;Mw;6.4;OFFSHORE COQUIMBO, CHILE;2019-06-14 06:50;771148;
2019-06-04;04:39:17;29.07;139.28;435; ;Mw;6.3;IZU ISLANDS, JAPAN REGION;2019-06-04 07:01;769502;
2019-05-31;10:12:31;6.30;126.48;91; ;Mw;6.1;MINDANAO, PHILIPPINES;2019-05-31 18:42;768739;
2019-05-30;15:38:02;-21.85;-176.52;189; ;Mw;6.0;FIJI REGION;2019-05-30 17:47;768621;
2019-05-30;09:03:31;13.34;-89.17;65;f;Mw;6.6;OFFSHORE EL SALVADOR;2019-05-30 10:44;768560;
2019-05-26;07:41:13;-5.81;-75.27;112; ;Mw;8.0;NORTHERN PERU;2019-05-27 13:33;767801;
2019-05-23;08:45:20;51.45;-178.31;56; ;Mw;6.1;ANDREANOF ISLANDS, ALEUTIAN IS.;2019-05-23 09:13;767225;
2019-05-19;14:56:49;-21.45;169.58;20;f;Mw;6.2;SOUTHEAST OF LOYALTY ISLANDS;2019-05-19 20:04;766507;
2019-05-19;14:27:10;-21.55;169.71;10; ;Mw;6.1;SOUTHEAST OF LOYALTY ISLANDS;2019-05-19 19:58;766500;
2019-05-19;01:23:28;-21.58;169.86;20;f;Mw;6.3;SOUTHEAST OF LOYALTY ISLANDS;2019-05-19 20:07;766395;
2019-05-17;22:37:48;-4.58;152.99;31; ;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2019-05-18 14:07;766219;
2019-05-14;12:58:25;-4.08;152.59;10;f;Mw;7.5;NEW BRITAIN REGION, P.N.G.;2019-05-14 13:32;765509;
2019-05-12;19:24:52;8.62;-82.82;30; ;Mw;6.1;PANAMA-COSTA RICA BORDER REGION;2019-05-12 20:01;765164;
2019-05-09;23:48:41;31.87;131.64;18; ;Mw;6.1;KYUSHU, JAPAN;2019-05-10 06:58;764652;
2019-05-06;21:19:36;-6.95;146.46;141; ;Mw;7.2;EASTERN NEW GUINEA REG., P.N.G.;2019-05-06 22:03;764058;
2019-05-03;07:25:28;-6.90;160.10;10;f;Mw;6.1;SOLOMON ISLANDS;2019-05-03 14:31;763253;
2019-04-29;14:19:52;10.86;57.28;10; ;Mw;6.2;CARLSBERG RIDGE;2019-04-29 14:40;762399;
2019-04-23;05:37:53;11.80;125.17;66; ;Mw;6.4;SAMAR, PHILIPPINES;2019-04-23 06:00;760848;
2019-04-22;14:49:07;-56.31;-27.47;105; ;Mw;6.0;SOUTH SANDWICH ISLANDS REGION;2019-04-22 17:30;760691;
2019-04-22;09:11:11;14.91;120.51;20;f;Mw;6.1;LUZON, PHILIPPINES;2019-04-22 17:19;760623;
2019-04-18;14:46:01;-51.14;139.45;11; ;Mw;6.5;WESTERN INDIAN-ANTARCTIC RIDGE;2019-04-18 15:34;759663;
2019-04-18;05:01:06;24.06;121.54;19;f;Mw;6.1;TAIWAN;2019-04-18 06:29;759565;
2019-04-12;11:40:48;-1.81;122.59;10;f;Mw;6.8;SULAWESI, INDONESIA;2019-04-12 12:16;757976;
2019-04-11;08:18:19;40.43;143.31;10; ;Mw;6.1;OFF EAST COAST OF HONSHU, JAPAN;2019-04-11 15:06;757677;
2019-04-09;17:53:59;-58.61;-25.46;44; ;Mw;6.5;SOUTH SANDWICH ISLANDS REGION;2019-04-09 18:13;757345;
2019-04-06;21:55:03;-6.86;125.05;567; ;Mw;6.3;BANDA SEA;2019-04-07 06:55;756659;
2019-04-05;16:14:19;-55.91;-27.92;60; ;Mw;6.5;SOUTH SANDWICH ISLANDS REGION;2019-04-06 07:26;756405;
2019-04-02;21:35:32;52.17;178.07;19; ;Mw;6.4;RAT ISLANDS, ALEUTIAN ISLANDS;2019-04-03 06:49;755690;
2019-04-01;18:39:08;-18.13;65.42;10;f;Mw;6.0;MAURITIUS - REUNION REGION;2019-04-02 07:04;755312;
2019-03-31;07:04:03;-1.95;-80.87;10;f;Mw;6.2;NEAR COAST OF ECUADOR;2019-03-31 16:51;754856;
2019-03-30;11:20:45;-5.63;151.04;68; ;Mw;6.2;NEW BRITAIN REGION, P.N.G.;2019-03-30 22:44;754702;
2019-03-28;22:06:49;50.52;159.94;10;f;Mw;6.1;EAST OF KURIL ISLANDS;2019-03-28 22:32;754390;
2019-03-24;04:37:36;1.67;126.42;52; ;Mw;6.1;MOLUCCA SEA;2019-03-24 10:07;753165;
2019-03-23;19:21:17;4.57;-76.31;122; ;Mw;6.1;COLOMBIA;2019-03-24 09:32;753079;
2019-03-20;15:24:00;-15.61;167.68;134; ;Mw;6.2;VANUATU;2019-03-20 15:46;752280;
2019-03-15;05:03:49;-17.85;-65.86;358; ;Mw;6.3;COCHABAMBA, BOLIVIA;2019-03-15 07:53;750930;
2019-03-10;12:48:00;-10.11;152.06;10;f;Mw;6.1;D'ENTRECASTEAUX ISLANDS REGION;2019-03-10 14:08;749843;
2019-03-10;08:12:24;-17.93;-178.60;561; ;Mw;6.2;FIJI REGION;2019-03-10 14:16;749801;
2019-03-08;15:06:14;10.43;126.04;40; ;Mw;6.0;PHILIPPINE ISLANDS REGION;2019-03-08 15:34;749496;
2019-03-06;15:46:11;-32.13;-177.79;10; ;Mw;6.3;SOUTH OF KERMADEC ISLANDS;2019-03-06 16:15;749018;
2019-03-02;03:22:52;41.93;146.99;10; ;Mw;6.0;OFF COAST OF HOKKAIDO, JAPAN;2019-03-02 11:29;748092;
2019-03-01;08:50:44;-14.80;-70.09;286; ;Mw;7.0;SOUTHERN PERU;2019-03-01 14:10;747936;
2019-02-22;10:17:22;-2.13;-76.98;140; ;Mw;7.5;PERU-ECUADOR BORDER REGION;2019-02-22 10:42;746609;
2019-02-17;14:35:56;-3.40;152.14;371; ;Mw;6.5;NEW IRELAND REGION, P.N.G.;2019-02-17 16:23;745579;
2019-02-14;19:57:06;35.41;-36.28;10; ;Mw;6.1;NORTHERN MID-ATLANTIC RIDGE;2019-02-14 20:19;745008;
2019-02-02;10:59:30;-2.78;100.22;16; ;Mw;6.1;KEP. MENTAWAI REGION, INDONESIA;2019-02-02 12:32;742420;
2019-02-02;09:27:35;-2.73;100.16;10; ;Mw;6.1;KEP. MENTAWAI REGION, INDONESIA;2019-02-02 17:21;742400;
2019-02-01;16:14:12;14.86;-92.20;70;f;Mw;6.6;CHIAPAS, MEXICO;2019-02-01 16:37;742270;
2019-01-26;19:56:43;-21.18;-178.85;585; ;Mw;6.2;FIJI REGION;2019-01-27 08:54;741038;
2019-01-26;03:51:38;-7.05;156.27;368; ;Mw;6.2;SOLOMON ISLANDS;2019-01-26 08:45;740900;
2019-01-22;19:01:44;-43.09;42.21;10;f;Mw;6.7;PRINCE EDWARD ISLANDS REGION;2019-01-22 19:20;740217;
2019-01-22;05:10:03;-10.47;119.03;27; ;Mw;6.4;SUMBA REGION, INDONESIA;2019-01-22 17:13;740042;
2019-01-21;23:59:22;-10.31;119.15;17; ;Mw;6.0;SUMBA REGION, INDONESIA;2019-01-22 17:10;740036;
2019-01-20;01:32:51;-30.07;-71.30;55; ;Mw;6.7;COQUIMBO, CHILE;2019-01-22 16:45;740028;
2019-01-18;16:40:42;8.33;-103.42;10;f;Mw;6.0;NORTHERN EAST PACIFIC RISE;2019-01-19 08:24;739845;
2019-01-17;15:06:35;-3.30;146.36;10;f;Mw;6.1;BISMARCK SEA;2019-01-17 15:33;739599;
2019-01-15;18:06:37;-13.28;166.81;60; ;Mw;6.6;VANUATU;2019-01-17 09:40;739156;
2019-01-08;12:39:29;30.58;131.08;25; ;Mw;6.3;KYUSHU, JAPAN;2019-01-08 13:08;737627;
2019-01-06;17:27:18;2.30;126.77;40;f;Mw;6.6;MOLUCCA SEA;2019-01-06 20:40;737219;
2019-01-05;19:25:39;-8.16;-71.64;590; ;Mw;6.8;ACRE, BRAZIL;2019-01-05 20:43;737028;
2019-01-05;18:47:11;51.44;-178.26;30;f;Mw;6.0;ANDREANOF ISLANDS, ALEUTIAN IS.;2019-01-05 20:48;737015;
2018-12-31;02:35:39;54.57;-161.62;40; ;Mw;6.1;ALASKA PENINSULA;2018-12-31 10:43;736014;
2018-12-29;03:39:10;5.96;126.76;66; ;Mw;7.0;MINDANAO, PHILIPPINES;2018-12-29 10:16;735637;
2018-12-24;12:41:19;55.36;164.51;10;f;Mw;6.1;KOMANDORSKIYE OSTROVA REGION;2018-12-24 14:55;734647;
2018-12-23;23:08:42;-20.30;-175.39;111; ;Mw;6.4;TONGA;2018-12-24 07:13;734511;
2018-12-22;14:25:01;-13.35;166.74;50;f;Mw;6.0;VANUATU;2018-12-22 16:16;734258;
2018-12-20;17:01:54;55.07;164.77;10; ;Mw;7.4;KOMANDORSKIYE OSTROVA REGION;2018-12-20 17:24;733820;
2018-12-19;01:37:40;-36.15;-101.03;10;f;Mw;6.2;SOUTHEAST OF EASTER ISLAND;2018-12-19 15:40;733492;
2018-12-16;09:42:36;-3.82;140.28;60; ;Mw;6.1;PAPUA, INDONESIA;2018-12-16 15:28;732850;
2018-12-12;13:13:56;-55.67;-128.61;10;f;Mw;6.3;PACIFIC-ANTARCTIC RIDGE;2018-12-12 14:52;732052;
2018-12-11;02:26:30;-58.65;-26.44;150; ;Mw;7.1;SOUTH SANDWICH ISLANDS REGION;2018-12-11 02:49;731739;
2018-12-05;06:43:08;-21.84;169.75;10; ;Mw;6.7;SOUTHEAST OF LOYALTY ISLANDS;2018-12-05 06:57;730344;
2018-12-05;04:18:07;-21.92;169.49;10; ;Mw;7.5;SOUTHEAST OF LOYALTY ISLANDS;2018-12-05 15:12;730301;
2018-12-05;04:14:40;-21.99;169.40;40; ;mb;6.0;SOUTHEAST OF LOYALTY ISLANDS;2018-12-05 04:41;730296;
2018-12-01;13:27:20;-7.40;128.71;143; ;Mw;6.3;KEPULAUAN BARAT DAYA, INDONESIA;2018-12-01 19:19;729263;
2018-11-30;17:29:27;61.33;-149.92;57;f;Mw;7.0;SOUTHERN ALASKA;2018-12-03 08:31;728965;
2018-11-25;16:37:31;34.33;45.71;10;f;mb;6.3;IRAN-IRAQ BORDER REGION;2018-11-25 16:51;727876;
2018-11-25;03:40:50;13.12;-81.16;10;f;Mw;6.1;CARIBBEAN SEA;2018-11-25 03:53;727758;
2018-11-18;20:25:45;-17.94;-178.89;520; ;Mw;6.6;FIJI REGION;2018-11-18 20:56;726428;
2018-11-16;03:26:54;-10.57;163.10;10;f;Mw;6.2;SOLOMON ISLANDS;2018-11-16 07:54;725827;
2018-11-15;23:09:03;-56.29;-122.07;30;f;Mw;6.3;SOUTHERN EAST PACIFIC RISE;2018-11-16 07:50;725781;
2018-11-15;20:02:22;-56.85;-25.57;10; ;Mw;6.4;SOUTH SANDWICH ISLANDS REGION;2018-11-15 20:25;725748;
2018-11-14;21:21:50;55.66;162.08;48; ;Mw;6.1;NEAR EAST COAST OF KAMCHATKA;2018-11-15 08:59;725520;
2018-11-11;14:04:00;15.57;-50.01;10; ;Mw;6.3;NORTH ATLANTIC OCEAN;2018-11-11 14:25;724704;
2018-11-10;08:33:17;-20.34;-174.23;10;f;Mw;6.2;TONGA;2018-11-10 16:18;724437;
2018-11-09;01:49:39;71.60;-11.33;10;f;Mw;6.8;JAN MAYEN ISLAND REGION;2018-11-09 02:07;724066;
2018-11-04;07:55:29;7.79;123.85;609; ;Mw;6.0;MINDANAO, PHILIPPINES;2018-11-04 08:37;722906;
2018-11-02;11:01:16;47.81;146.75;452; ;Mw;6.0;NORTHWEST OF KURIL ISLANDS;2018-11-05 09:36;722401;
2018-11-01;22:19:51;-19.65;-69.41;101;f;Mw;6.2;TARAPACA, CHILE;2018-11-02 07:39;722247;
2018-10-30;02:13:39;-39.06;175.00;225;f;Mw;6.1;NORTH ISLAND OF NEW ZEALAND;2018-10-30 07:57;721440;
2018-10-29;06:54:20;-57.45;-66.51;10;f;Mw;6.3;DRAKE PASSAGE;2018-10-29 07:27;721202;
2018-10-28;22:23:53;13.01;-90.38;25;f;Mw;6.1;OFFSHORE EL SALVADOR;2018-10-29 07:59;721102;
2018-10-25;22:54:51;37.53;20.62;10;f;Mw;6.8;IONIAN SEA;2018-10-25 23:26;720235;
2018-10-22;06:22:47;49.28;-129.78;10; ;Mw;6.5;VANCOUVER ISLAND, CANADA REGION;2018-10-22 07:35;719592;
2018-10-22;06:16:28;49.29;-129.29;10;f;Mw;6.8;VANCOUVER ISLAND, CANADA REGION;2018-10-22 06:38;719588;
2018-10-22;05:39:40;49.13;-129.57;10;f;Mw;6.6;VANCOUVER ISLAND, CANADA REGION;2018-10-22 06:42;719581;
2018-10-21;01:40:37;-29.57;60.69;10; ;Mw;6.0;SOUTHWEST INDIAN RIDGE;2018-10-21 08:39;719378;
2018-10-16;01:03:42;-21.65;169.61;10; ;Mw;6.6;SOUTHEAST OF LOYALTY ISLANDS;2018-10-16 01:28;718371;
2018-10-16;00:28:11;-21.79;169.55;10;f;Mw;6.3;SOUTHEAST OF LOYALTY ISLANDS;2018-10-16 00:52;718368;
2018-10-13;11:10:22;52.90;153.30;469; ;Mw;6.7;NORTHWEST OF KURIL ISLANDS;2018-10-13 13:09;717945;
2018-10-10;23:16:00;49.31;156.27;10; ;Mw;6.4;KURIL ISLANDS;2018-10-10 23:45;717483;
2018-10-10;22:00:34;-4.95;151.66;119; ;Mw;6.2;NEW BRITAIN REGION, P.N.G.;2018-10-11 07:00;717474;
2018-10-10;20:48:19;-5.63;151.20;30;f;Mw;7.0;NEW BRITAIN REGION, P.N.G.;2018-10-10 21:17;717464;
2018-10-10;18:44:55;-7.38;114.43;10;f;Mw;6.0;BALI SEA;2018-10-11 06:54;717449;
2018-10-09;07:45:13;49.40;156.25;35; ;Mw;6.0;KURIL ISLANDS;2018-10-09 08:11;717137;
2018-10-01;23:59:40;-10.45;120.31;10; ;Mw;6.0;SUMBA REGION, INDONESIA;2018-10-02 06:44;715919;
2018-09-30;10:52:22;-18.34;-178.11;546; ;Mw;6.6;FIJI REGION;2018-09-30 11:10;715616;
2018-09-28;10:02:43;-0.20;119.88;10;f;Mw;7.5;MINAHASA, SULAWESI, INDONESIA;2018-09-28 14:47;715248;
2018-09-28;07:00:02;-0.37;119.77;21; ;Mw;6.1;MINAHASA, SULAWESI, INDONESIA;2018-09-28 11:29;715200;
2018-09-23;05:52:14;12.24;146.17;38; ;mb;6.4;MARIANA ISLANDS REGION;2018-09-23 07:55;714349;
2018-09-18;07:27:40;-37.76;49.79;10;f;Mw;6.0;SOUTHWEST INDIAN RIDGE;2018-09-18 08:42;713507;
2018-09-16;21:11:51;-25.52;178.22;605; ;Mw;6.5;SOUTH OF FIJI ISLANDS;2018-09-17 07:49;713220;
2018-09-10;19:31:39;-22.01;170.05;10; ;Mw;6.3;SOUTHEAST OF LOYALTY ISLANDS;2018-09-10 19:46;712170;
2018-09-10;04:19:00;-32.11;-179.15;110;f;Mw;6.9;SOUTH OF KERMADEC ISLANDS;2018-09-10 05:33;712027;
2018-09-09;19:31:35;-10.02;161.43;75;f;Mw;6.5;SOLOMON ISLANDS;2018-09-10 04:35;711971;
2018-09-08;07:16:49;7.25;126.54;10; ;Mw;6.1;MINDANAO, PHILIPPINES;2018-09-08 12:06;711685;
2018-09-07;02:12:07;-2.18;-78.85;128; ;Mw;6.2;ECUADOR;2018-09-07 07:06;711476;
2018-09-06;15:49:15;-18.46;179.35;627; ;Mw;7.8;FIJI;2018-09-06 16:57;711386;
2018-09-05;18:08:00;42.71;142.06;30;f;Mw;6.6;HOKKAIDO, JAPAN REGION;2018-09-05 19:04;711209;
2018-08-29;03:51:56;-21.97;170.17;20;f;Mw;7.1;SOUTHEAST OF LOYALTY ISLANDS;2018-08-29 04:13;709813;
2018-08-28;22:35:11;16.76;146.76;49; ;Mw;6.4;ANATAHAN REG, N. MARIANA ISLANDS;2018-08-29 06:44;709777;
2018-08-28;07:08:10;-10.83;124.17;10; ;Mw;6.2;TIMOR REGION, INDONESIA;2018-08-28 08:12;709647;
2018-08-25;22:13:25;34.58;46.30;10; ;Mw;6.1;WESTERN IRAN;2018-08-25 22:39;709189;
2018-08-24;09:04:08;-11.09;-70.86;651; ;Mw;7.1;PERU-BRAZIL BORDER REGION;2018-08-24 13:01;708886;
2018-08-23;03:35:16;51.49;-177.88;60; ;Mw;6.3;ANDREANOF ISLANDS, ALEUTIAN IS.;2018-08-23 06:54;708634;
2018-08-22;09:31:48;43.63;-127.67;20;f;Mw;6.2;OFF COAST OF OREGON;2018-08-22 13:54;708467;
2018-08-21;22:32:27;-15.97;168.15;20;f;Mw;6.5;VANUATU;2018-08-22 07:01;708413;
2018-08-21;21:31:43;10.78;-63.02;127; ;Mw;7.3;OFFSHORE SUCRE, VENEZUELA;2018-08-22 07:00;708406;
2018-08-19;14:56:26;-8.37;116.67;12; ;Mw;6.9;LOMBOK REGION, INDONESIA;2018-08-19 15:23;707933;
2018-08-19;04:28:58;-17.03;-178.04;420; ;Mw;6.8;FIJI REGION;2018-08-19 04:46;707818;
2018-08-19;04:10:23;-8.35;116.59;20;f;Mw;6.3;LOMBOK REGION, INDONESIA;2018-08-20 09:09;707811;
2018-08-19;00:23:02;-18.40;-178.00;561; ;mb;6.3;FIJI REGION;2018-08-19 05:40;707837;
2018-08-19;00:19:37;-18.13;-178.14;558; ;Mw;8.2;FIJI REGION;2018-08-19 00:45;707745;
2018-08-17;23:22:25;8.73;-83.13;30;f;Mw;6.1;COSTA RICA;2018-08-18 16:53;707468;
2018-08-17;15:35:02;-7.36;119.81;546; ;Mw;6.5;FLORES SEA;2018-08-17 15:53;707383;
2018-08-16;18:22:53;23.40;143.38;15; ;mb;6.0;VOLCANO ISLANDS, JAPAN REGION;2018-08-16 20:41;707171;
2018-08-16;18:21:31;23.39;143.40;15; ;Mw;6.3;VOLCANO ISLANDS, JAPAN REGION;2018-08-16 20:36;707167;
2018-08-15;21:56:57;51.51;-178.04;40; ;Mw;6.6;ANDREANOF ISLANDS, ALEUTIAN IS.;2018-08-15 22:24;707002;
2018-08-14;03:29:52;-58.17;-25.34;30;f;Mw;6.1;SOUTH SANDWICH ISLANDS REGION;2018-08-14 05:35;706641;
2018-08-12;21:15:02;69.60;-144.33;10;f;Mw;6.0;NORTHERN ALASKA;2018-08-20 08:54;706276;
2018-08-12;14:58:54;69.62;-145.25;10;f;Mw;6.4;NORTHERN ALASKA;2018-08-12 15:52;706191;
2018-08-05;11:46:37;-8.32;116.46;33; ;Mw;6.9;LOMBOK REGION, INDONESIA;2018-08-05 13:42;704824;
2018-07-28;22:47:37;-8.34;116.48;10;f;Mw;6.4;LOMBOK REGION, INDONESIA;2018-07-30 06:54;701004;
2018-07-28;17:07:23;-7.16;122.70;593; ;Mw;6.0;FLORES SEA;2018-07-29 05:55;700918;
2018-07-19;18:30:33;-6.12;148.71;40;f;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2018-07-20 06:41;695938;
2018-07-15;01:57:19;13.96;51.71;20;f;Mw;6.0;GULF OF ADEN;2018-07-15 07:57;693336;
2018-07-13;09:46:48;-18.92;169.07;166; ;Mw;6.4;VANUATU;2018-07-13 11:34;692374;
2018-07-07;21:33:49;-30.71;-177.94;40;f;Mw;6.0;KERMADEC ISLANDS, NEW ZEALAND;2018-07-08 06:17;689228;
2018-07-06;01:40:08;51.57;157.87;80; ;Mw;6.1;NEAR EAST COAST OF KAMCHATKA;2018-07-09 07:52;688274;
2018-06-30;03:56:52;19.09;-105.05;30;f;Mw;6.0;OFFSHORE JALISCO, MEXICO;2018-06-30 08:32;685030;
2018-06-21;21:13:32;-17.73;168.20;30;f;Mw;6.1;VANUATU;2018-06-21 21:40;680080;
2018-06-16;03:23:31;-16.27;-177.60;10;f;Mw;6.0;FIJI REGION;2018-06-18 06:54;677000;
2018-06-12;23:08:28;-2.00;98.68;10; ;Mw;6.0;SOUTHWEST OF SUMATRA, INDONESIA;2018-06-13 06:45;675373;
2018-05-18;01:45:31;-34.66;-178.38;10; ;Mw;6.2;SOUTH OF KERMADEC ISLANDS;2018-05-18 07:01;667146;
2018-05-09;10:41:44;36.98;71.43;109; ;Mw;6.2;HINDU KUSH REGION, AFGHANISTAN;2018-05-09 11:08;664943;
2018-05-09;07:57:54;-5.88;151.80;10;f;Mw;6.0;NEW BRITAIN REGION, P.N.G.;2018-05-09 09:15;664920;
2018-05-05;06:19:04;14.47;123.92;20; ;Mw;6.1;LUZON, PHILIPPINES;2018-05-07 10:01;663778;
2018-05-04;22:32:55;19.46;-155.06;5; ;Mw;6.9;ISLAND OF HAWAII, HAWAII;2018-05-04 23:14;663591;
2018-05-02;06:32:48;-24.26;-111.65;10;f;Mw;6.0;EASTER ISLAND REGION;2018-05-02 21:33;662869;
2018-04-19;21:09:16;-42.82;42.22;10; ;Mw;6.0;PRINCE EDWARD ISLANDS REGION;2018-06-01 12:56;660496;
2018-04-10;10:19:34;-31.00;-71.39;68; ;Mw;6.2;COQUIMBO, CHILE;2018-04-10 13:20;658758;
2018-04-07;05:48:41;-5.84;142.55;29; ;Mw;6.3;NEW GUINEA, PAPUA NEW GUINEA;2018-04-07 19:38;658227;
2018-04-02;13:40:34;-20.65;-63.05;550; ;Mw;6.8;CHUQUISACA, BOLIVIA;2018-04-02 14:17;657470;
2018-04-02;05:57:32;-24.95;-176.80;80; ;Mw;6.2;SOUTH OF FIJI ISLANDS;2018-04-02 09:31;657418;
2018-03-29;21:25:38;-5.49;151.46;51; ;Mw;7.0;NEW BRITAIN REGION, P.N.G.;2018-03-29 22:19;656861;
2018-03-26;09:51:01;-5.46;151.30;55;f;Mw;6.6;NEW BRITAIN REGION, P.N.G.;2018-03-26 10:13;656288;
2018-03-25;20:14:47;-6.71;129.74;176; ;Mw;6.6;BANDA SEA;2018-03-25 20:28;656212;
2018-03-24;19:58:33;-45.86;96.03;10; ;Mw;6.3;SOUTHEAST INDIAN RIDGE;2018-03-25 07:42;656024;
2018-03-24;11:23:32;-5.50;151.48;40;f;Mw;6.3;NEW BRITAIN REGION, P.N.G.;2018-03-26 06:42;655968;
2018-03-08;17:39:52;-4.40;153.25;30;f;Mw;6.8;NEW IRELAND REGION, P.N.G.;2018-03-08 18:07;653328;
2018-03-06;14:13:06;-6.19;142.59;10;f;Mw;6.7;NEW GUINEA, PAPUA NEW GUINEA;2018-03-06 14:38;652747;
2018-03-04;19:56:17;-6.29;142.60;10; ;Mw;6.0;NEW GUINEA, PAPUA NEW GUINEA;2018-03-06 07:55;652405;
2018-02-28;02:45:43;-6.13;142.50;10; ;Mw;6.3;NEW GUINEA, PAPUA NEW GUINEA;2018-02-28 07:44;651475;
2018-02-27;17:29:22;-60.31;150.84;10;f;Mw;6.0;WEST OF MACQUARIE ISLAND;2018-02-28 07:35;651382;
2018-02-26;15:17:59;-6.44;143.26;10;f;Mw;6.3;NEW GUINEA, PAPUA NEW GUINEA;2018-02-26 15:54;651091;
2018-02-26;13:34:54;-2.72;126.81;17; ;Mw;6.1;CERAM SEA, INDONESIA;2018-02-26 14:48;651073;
2018-02-25;17:44:44;-6.08;142.79;30;f;Mw;7.5;NEW GUINEA, PAPUA NEW GUINEA;2018-02-25 18:13;650899;
2018-02-16;23:39:40;16.59;-97.73;15; ;Mw;7.2;OAXACA, MEXICO;2018-02-19 07:47;648846;
2018-02-11;23:14:14;13.82;146.47;10;f;Mw;6.0;MARIANA ISLANDS REGION;2018-02-12 03:54;647616;
2018-02-06;15:50:43;24.15;121.74;17; ;Mw;6.4;TAIWAN;2018-02-07 08:32;646280;
2018-02-04;13:56:41;24.09;121.84;5; ;Mw;6.1;TAIWAN;2018-02-04 15:19;645818;
2018-02-02;11:37:52;-65.83;-175.66;10;f;Mw;6.0;PACIFIC-ANTARCTIC RIDGE;2018-02-02 15:31;645164;
2018-02-01;11:05:51;-16.66;-177.44;10;f;Mw;6.0;FIJI REGION;2018-02-02 08:28;644949;
2018-01-31;07:06:59;36.55;70.87;189; ;Mw;6.1;HINDU KUSH REGION, AFGHANISTAN;2018-01-31 07:24;644750;
2018-01-28;16:03:04;-53.09;9.62;10; ;Mw;6.5;SOUTHWEST OF AFRICA;2018-01-28 21:06;644115;
2018-01-26;22:47:58;-3.54;145.82;20;f;Mw;6.3;NEAR N COAST OF NEW GUINEA, PNG.;2018-01-28 08:18;643780;
2018-01-25;02:10:34;55.48;166.43;10;f;Mw;6.2;KOMANDORSKIYE OSTROVA REGION;2018-01-25 11:00;643401;
2018-01-24;10:51:22;41.10;142.35;60; ;Mw;6.2;HOKKAIDO, JAPAN REGION;2018-01-24 12:04;643224;
2018-01-23;09:31:44;56.03;-149.03;30;f;Mw;7.9;GULF OF ALASKA;2018-01-23 14:15;642932;
2018-01-23;06:34:55;-6.98;106.07;60; ;Mw;6.0;JAVA, INDONESIA;2018-01-23 07:46;642904;
2018-01-21;01:06:40;-18.90;-69.61;124;f;Mw;6.3;TARAPACA, CHILE;2018-01-21 17:26;642477;
2018-01-19;16:17:45;26.85;-110.89;2; ;Mw;6.3;GULF OF CALIFORNIA;2018-01-20 16:20;642173;
2018-01-14;09:18:45;-15.74;-74.65;40;f;Mw;7.1;NEAR COAST OF SOUTHERN PERU;2018-01-15 07:54;641183;
2018-01-11;18:26:24;18.42;96.14;10; ;Mw;6.0;MYANMAR;2018-01-12 07:42;640704;
2018-01-10;02:51:32;17.40;-83.59;15;f;Mw;7.6;NORTH OF HONDURAS;2018-01-10 03:49;640330;
2017-12-15;16:48:00;-7.60;108.15;111; ;Mw;6.5;JAVA, INDONESIA;2017-12-18 07:53;635957;
2017-12-13;18:03:42;-54.33;2.08;10;f;Mw;6.5;BOUVET ISLAND REGION;2017-12-14 08:01;635616;
2017-12-12;21:41:31;30.77;57.25;10; ;Mw;6.1;EASTERN IRAN;2017-12-12 21:57;635437;
2017-12-09;15:14:25;10.06;140.21;10; ;Mw;6.1;STATE OF YAP, MICRONESIA;2017-12-09 22:48;634881;
2017-12-08;09:51:08;10.04;140.23;10;f;Mw;6.4;STATE OF YAP, MICRONESIA;2017-12-08 13:04;634718;
2017-12-08;02:09:57;-30.73;-178.51;10;f;Mw;6.2;KERMADEC ISLANDS, NEW ZEALAND;2017-12-08 07:48;634662;
